ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1005644,M,N,Y,0,167200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17567,365243,0,1,0,Core staff,1
1005645,F,Y,N,4,179200.0,Working,Secondary / secondary special,Married,House / apartment,-23526,-1556,0,0,0,Drivers,6
1005646,M,Y,N,1,156400.0,Working,Secondary / secondary special,Separated,With parents,-20648,-5312,1,0,1,High skill tech staff,2
1005647,M,Y,Y,1,214300.0,Working,Academic degree,Married,House / apartment,-7769,-8037,0,1,1,High skill tech staff,3
1005648,F,N,N,0,129900.0,Working,Academic degree,Married,House / apartment,-11749,-1429,0,0,0,Accountants,2
1005649,F,Y,Y,0,280400.0,Working,Secondary / secondary special,Married,Co-op apartment,-24208,-6328,0,0,0,High skill tech staff,2
1005650,F,N,N,0,160400.0,State servant,Academic degree,Married,With parents,-19705,-7661,0,1,1,High skill tech staff,2
1005651,F,Y,Y,2,154700.0,Working,Secondary / secondary special,Married,House / apartment,-23705,-4370,1,0,0,Medicine staff,4
1005652,F,N,Y,0,289300.0,Commercial associate,Incomplete higher,Single / not married,With parents,-9125,-4324,1,1,1,Drivers,1
1005653,M,Y,Y,0,239200.0,Working,Secondary / secondary special,Separated,House / apartment,-8331,-6125,0,0,0,Drivers,1
1005654,M,Y,N,1,280500.0,Working,Incomplete higher,Single / not married,Office apartment,-20502,-6613,0,0,0,Accountants,2
1005655,M,N,Y,0,166800.0,Working,Secondary / secondary special,Married,Co-op apartment,-16118,-3318,0,0,0,Accountants,2
1005656,M,N,N,2,248400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23297,-7809,0,0,0,Sales staff,3
1005657,F,N,Y,0,124300.0,Pensioner,Lower secondary,Separated,House / apartment,-24726,365243,0,1,1,Laborers,1
1005658,F,N,N,0,94300.0,Pensioner,Secondary / secondary special,Married,With parents,-15010,365243,0,0,0,Drivers,2
1005659,F,Y,Y,2,131100.0,Working,Academic degree,Married,House / apartment,-18329,-5261,0,1,0,Managers,4
1005660,F,Y,N,0,147900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12824,-1501,0,1,1,Laborers,2
1005661,M,N,Y,0,133300.0,Working,Secondary / secondary special,Married,House / apartment,-10889,-1144,0,1,1,Drivers,2
1005662,M,N,Y,0,333700.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-19342,-5108,0,1,0,High skill tech staff,1
1005663,F,N,N,1,149700.0,Pensioner,Higher education,Single / not married,House / apartment,-10495,365243,1,0,0,Accountants,2
1005664,F,N,N,3,67900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15923,365243,1,0,0,Other,5
1005665,F,N,N,1,70000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17487,-1339,1,1,1,Managers,2
1005666,F,Y,Y,2,109900.0,Working,Higher education,Single / not married,With parents,-22701,-5365,0,1,1,Laborers,3
1005667,F,N,Y,0,174800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10388,-5101,0,1,1,Managers,1
1005668,F,N,Y,0,143000.0,State servant,Higher education,Married,House / apartment,-18151,-3364,1,1,0,Accountants,2
1005669,M,N,Y,0,225700.0,State servant,Higher education,Married,House / apartment,-11369,-1852,0,1,1,Laborers,2
1005670,F,Y,Y,1,145500.0,Working,Higher education,Married,House / apartment,-15194,-5267,0,0,0,Other,3
1005671,F,Y,Y,0,190600.0,Pensioner,Academic degree,Civil marriage,With parents,-23406,365243,1,1,0,High skill tech staff,2
1005672,M,Y,N,2,65900.0,State servant,Higher education,Single / not married,House / apartment,-21612,-4177,0,0,1,Medicine staff,3
1005673,F,Y,N,1,158000.0,Working,Secondary / secondary special,Married,House / apartment,-18609,-2582,0,0,0,High skill tech staff,3
1005674,M,N,Y,4,153000.0,Pensioner,Secondary / secondary special,Married,With parents,-19650,365243,0,0,0,Accountants,6
1005675,F,Y,Y,0,233400.0,Working,Higher education,Single / not married,House / apartment,-8747,-7961,0,0,0,Sales staff,1
1005676,M,Y,Y,0,158900.0,Working,Secondary / secondary special,Married,House / apartment,-12405,-5015,0,0,0,Medicine staff,2
1005677,F,Y,N,0,243100.0,Working,Secondary / secondary special,Married,House / apartment,-20718,-7513,0,1,0,Drivers,2
1005678,M,N,Y,0,231200.0,Working,Incomplete higher,Married,House / apartment,-15755,-6522,0,0,0,Accountants,2
1005679,F,N,Y,2,91400.0,Pensioner,Incomplete higher,Married,With parents,-16796,365243,1,0,0,Accountants,4
1005680,M,Y,Y,0,266500.0,Commercial associate,Higher education,Married,House / apartment,-11220,-6339,0,1,1,High skill tech staff,2
1005681,M,Y,Y,3,224300.0,Working,Higher education,Married,House / apartment,-21504,-2218,0,1,0,Sales staff,5
1005682,F,Y,N,4,141500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20448,-1227,0,0,0,Laborers,5
1005683,F,N,N,1,382300.0,Commercial associate,Higher education,Widow,House / apartment,-15907,-9035,0,0,1,High skill tech staff,2
1005684,M,Y,Y,0,169800.0,Commercial associate,Incomplete higher,Married,House / apartment,-10384,-5998,0,0,0,Other,2
1005685,M,N,Y,0,252100.0,Commercial associate,Higher education,Married,House / apartment,-12640,-2232,0,0,0,Core staff,2
1005686,F,N,N,0,101300.0,Working,Secondary / secondary special,Married,House / apartment,-16374,-6583,1,0,0,Core staff,2
1005687,F,Y,Y,0,124300.0,Pensioner,Higher education,Married,House / apartment,-14025,365243,0,0,1,Laborers,2
1005688,F,N,N,0,100200.0,State servant,Higher education,Single / not married,Office apartment,-22263,-225,0,0,0,Laborers,1
1005689,M,Y,N,0,161500.0,Working,Secondary / secondary special,Married,House / apartment,-20819,-6757,0,1,0,Core staff,2
1005690,F,N,N,1,106700.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-24207,-8861,0,0,0,Laborers,3
1005691,M,Y,Y,0,204800.0,State servant,Higher education,Single / not married,House / apartment,-16512,-8617,1,0,0,High skill tech staff,1
1005692,M,N,Y,0,269900.0,Commercial associate,Higher education,Civil marriage,Municipal apartment,-24458,-6353,1,0,0,Drivers,2
1005693,F,N,N,0,331300.0,Commercial associate,Incomplete higher,Married,House / apartment,-14838,-8130,0,0,0,Medicine staff,2
1005694,F,N,Y,3,210800.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16538,-1092,0,1,0,Accountants,5
1005695,F,Y,Y,1,251400.0,Working,Secondary / secondary special,Married,Office apartment,-13731,-106,0,1,0,Managers,3
1005696,M,Y,Y,0,243300.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-9073,-4917,0,1,1,Other,2
1005697,M,N,Y,2,124800.0,Pensioner,Higher education,Married,With parents,-15107,365243,0,0,0,Managers,4
1005698,M,N,N,1,313200.0,Working,Higher education,Single / not married,House / apartment,-14843,-2890,1,0,1,Other,2
1005699,F,N,Y,2,132900.0,State servant,Incomplete higher,Married,House / apartment,-23726,-2853,0,1,0,Managers,4
1005700,M,Y,N,0,343100.0,Commercial associate,Higher education,Civil marriage,Rented apartment,-24814,-3231,1,0,0,Core staff,2
1005701,M,Y,N,2,210200.0,Working,Academic degree,Single / not married,House / apartment,-22388,-6075,0,0,0,Core staff,3
1005702,M,N,Y,0,192000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13829,-8544,0,1,0,High skill tech staff,2
1005703,F,Y,Y,3,97100.0,Working,Secondary / secondary special,Married,House / apartment,-20275,-695,0,0,0,High skill tech staff,5
1005704,M,Y,N,0,76600.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22335,365243,0,1,0,Accountants,1
1005705,F,Y,Y,3,251200.0,Working,Higher education,Married,House / apartment,-15762,-5678,0,0,0,Accountants,5
1005706,M,N,N,3,257100.0,State servant,Secondary / secondary special,Married,Office apartment,-15111,-8771,0,0,0,Sales staff,5
1005707,F,N,N,0,185800.0,Working,Higher education,Married,Rented apartment,-23258,-3936,0,0,0,Accountants,2
1005708,M,N,Y,3,252100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15251,-6011,1,0,0,Other,4
1005709,F,Y,N,0,50900.0,Student,Secondary / secondary special,Married,House / apartment,-16329,-72,0,1,0,Other,2
1005710,F,N,Y,0,184600.0,Working,Higher education,Married,House / apartment,-20833,-7547,0,0,0,Accountants,2
1005711,M,N,Y,0,332400.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14006,-6493,1,1,0,Managers,1
1005712,F,Y,N,4,198400.0,Working,Incomplete higher,Single / not married,Municipal apartment,-23460,-5161,1,1,0,Medicine staff,5
1005713,F,N,N,0,125700.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-14560,365243,1,1,0,Core staff,1
1005714,F,N,Y,1,181300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9358,-8580,0,0,0,Medicine staff,2
1005715,F,Y,Y,1,107100.0,State servant,Incomplete higher,Married,House / apartment,-23707,-2840,0,0,0,Sales staff,3
1005716,M,N,Y,3,30000.0,Pensioner,Higher education,Widow,House / apartment,-17455,365243,1,0,0,Drivers,4
1005717,M,Y,Y,2,257700.0,Working,Higher education,Married,House / apartment,-9819,-2061,0,0,0,Sales staff,4
1005718,M,N,Y,0,170800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25238,-3621,0,0,0,High skill tech staff,1
1005719,M,Y,Y,0,206400.0,Commercial associate,Higher education,Married,Municipal apartment,-12710,-3134,0,0,0,High skill tech staff,2
1005720,M,Y,Y,0,57000.0,Working,Secondary / secondary special,Separated,House / apartment,-8653,-4557,0,0,0,Medicine staff,1
1005721,M,Y,N,1,139700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7740,-3454,0,0,1,Laborers,2
1005722,M,N,Y,0,131400.0,Working,Secondary / secondary special,Married,With parents,-18906,-7048,1,1,0,Drivers,2
1005723,F,N,Y,0,173200.0,Commercial associate,Higher education,Separated,Municipal apartment,-23863,-4368,0,0,1,Drivers,1
1005724,M,N,N,2,201000.0,Working,Higher education,Separated,Municipal apartment,-11187,-7568,0,0,0,Other,3
1005725,M,N,N,0,125100.0,Pensioner,Incomplete higher,Married,Rented apartment,-18731,365243,1,1,0,Managers,2
1005726,F,N,N,1,62800.0,Pensioner,Higher education,Married,House / apartment,-13545,365243,0,1,1,High skill tech staff,3
1005727,M,Y,Y,0,65500.0,Pensioner,Academic degree,Single / not married,Rented apartment,-21862,365243,0,1,0,Accountants,1
1005728,M,N,Y,0,98100.0,Working,Higher education,Separated,House / apartment,-22104,-8502,0,1,0,Sales staff,1
1005729,M,Y,Y,0,294100.0,Working,Secondary / secondary special,Married,House / apartment,-24926,-4652,0,0,1,High skill tech staff,2
1005730,F,Y,Y,0,365400.0,Commercial associate,Higher education,Married,House / apartment,-13479,-551,1,0,0,Sales staff,2
1005731,F,N,Y,2,30000.0,Student,Higher education,Single / not married,Rented apartment,-17258,-272,1,1,0,High skill tech staff,3
1005732,M,Y,Y,0,55500.0,Working,Higher education,Married,House / apartment,-13277,-6554,0,0,0,Laborers,2
1005733,F,Y,Y,0,188100.0,Working,Higher education,Married,House / apartment,-22305,-5195,1,0,1,Other,2
1005734,F,N,Y,2,183000.0,Working,Higher education,Married,House / apartment,-23905,-8076,0,0,1,High skill tech staff,4
1005735,F,N,N,1,266600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8763,-6809,0,1,0,High skill tech staff,3
1005736,F,N,Y,2,302300.0,Commercial associate,Higher education,Separated,House / apartment,-22639,-2581,0,1,0,Managers,3
1005737,F,N,N,3,208500.0,Working,Secondary / secondary special,Married,House / apartment,-17203,-2206,0,0,0,Drivers,5
1005738,M,N,Y,2,109700.0,Working,Secondary / secondary special,Married,House / apartment,-10658,-7509,0,1,0,Managers,4
1005739,M,N,Y,0,264700.0,Commercial associate,Higher education,Single / not married,With parents,-16472,-8267,0,1,1,High skill tech staff,1
1005740,F,Y,Y,2,233800.0,Working,Higher education,Married,House / apartment,-16183,-2539,0,0,1,Accountants,4
1005741,F,Y,Y,0,179200.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-17670,-4570,0,1,0,Laborers,1
1005742,F,N,Y,0,132600.0,Pensioner,Higher education,Married,House / apartment,-13969,365243,1,1,0,Sales staff,2
1005743,F,Y,N,0,193600.0,Commercial associate,Higher education,Single / not married,House / apartment,-23634,-1008,0,1,1,Core staff,1
1005744,F,N,N,0,407700.0,Commercial associate,Secondary / secondary special,Separated,With parents,-16989,-2853,0,1,1,Drivers,1
1005745,M,N,Y,0,64300.0,Pensioner,Higher education,Married,Municipal apartment,-11167,365243,1,1,1,Medicine staff,2
1005746,F,Y,Y,0,224700.0,State servant,Secondary / secondary special,Widow,House / apartment,-25310,-6729,0,0,0,Drivers,1
1005747,F,Y,N,0,74700.0,Working,Higher education,Married,Municipal apartment,-23538,-8047,1,1,0,Other,2
1005748,F,Y,Y,2,293000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19937,-8862,1,1,1,Laborers,3
1005749,F,Y,Y,3,72100.0,Pensioner,Higher education,Married,House / apartment,-24356,365243,0,1,0,High skill tech staff,5
1005750,F,Y,Y,1,191900.0,Working,Incomplete higher,Married,House / apartment,-21428,-7196,1,0,0,Sales staff,3
1005751,M,N,N,2,68800.0,State servant,Incomplete higher,Single / not married,House / apartment,-11566,-417,0,0,0,Core staff,3
1005752,F,N,Y,0,95000.0,Working,Higher education,Married,House / apartment,-12619,-2926,0,0,0,Managers,2
1005753,M,N,Y,2,210300.0,State servant,Secondary / secondary special,Married,House / apartment,-24234,-7583,0,0,0,Sales staff,4
1005754,F,Y,Y,0,326400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21242,-3356,0,0,1,Other,2
1005755,F,Y,Y,0,130100.0,Pensioner,Higher education,Married,Rented apartment,-7694,365243,0,1,0,Other,2
1005756,M,N,Y,0,226700.0,Working,Secondary / secondary special,Married,House / apartment,-13584,-1351,1,1,0,Medicine staff,2
1005757,F,N,N,0,54600.0,Student,Lower secondary,Married,House / apartment,-25192,-45,0,0,1,Accountants,2
1005758,M,N,Y,0,136900.0,Working,Secondary / secondary special,Single / not married,Co-op apartment,-13673,-5762,0,0,0,Sales staff,1
1005759,M,N,Y,0,91900.0,Working,Secondary / secondary special,Married,House / apartment,-10954,-2872,1,1,0,Sales staff,2
1005760,M,N,Y,0,179100.0,Working,Higher education,Married,House / apartment,-18574,-3780,0,1,0,Accountants,2
1005761,F,N,Y,0,127700.0,State servant,Higher education,Single / not married,Municipal apartment,-22867,-950,1,0,0,Managers,1
1005762,F,Y,N,0,204500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24241,-9018,1,0,1,Medicine staff,1
1005763,F,N,Y,4,286000.0,Commercial associate,Lower secondary,Married,House / apartment,-19678,-6539,1,1,0,Laborers,6
1005764,M,Y,Y,0,182700.0,Commercial associate,Higher education,Single / not married,House / apartment,-8098,-7731,0,0,0,Laborers,1
1005765,F,N,Y,0,149600.0,Pensioner,Incomplete higher,Married,With parents,-14855,365243,0,0,0,Accountants,2
1005766,F,N,Y,1,294900.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-19306,-473,0,1,1,Other,2
1005767,M,Y,Y,2,300800.0,Commercial associate,Higher education,Married,House / apartment,-8473,-375,1,1,0,Core staff,4
1005768,M,Y,N,0,205700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20509,-1745,0,1,0,Drivers,2
1005769,M,Y,Y,2,152800.0,Pensioner,Higher education,Married,House / apartment,-9412,365243,1,0,1,Core staff,4
1005770,F,Y,N,0,212800.0,Working,Higher education,Civil marriage,House / apartment,-14659,-4722,1,0,0,Other,2
1005771,F,Y,N,0,220300.0,Working,Secondary / secondary special,Married,House / apartment,-8522,-1671,0,0,1,Other,2
1005772,F,Y,N,0,285700.0,Working,Secondary / secondary special,Widow,Rented apartment,-8564,-1189,1,0,0,Laborers,1
1005773,M,Y,Y,1,200600.0,Working,Higher education,Widow,Office apartment,-20479,-8594,0,0,0,Accountants,2
1005774,F,Y,Y,0,141800.0,Working,Secondary / secondary special,Widow,House / apartment,-9516,-351,1,1,0,Laborers,1
1005775,M,N,N,1,146700.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-21638,-1769,0,0,0,Accountants,3
1005776,M,Y,N,0,223200.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20444,-3214,1,1,0,Medicine staff,1
1005777,F,Y,N,1,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16186,-2095,0,1,0,Laborers,3
1005778,M,N,Y,0,190100.0,Pensioner,Higher education,Married,House / apartment,-24762,365243,0,1,0,Sales staff,2
1005779,F,N,Y,0,69500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21244,-7852,1,0,1,Drivers,2
1005780,M,N,N,1,237400.0,Working,Secondary / secondary special,Married,House / apartment,-21035,-800,1,0,0,Accountants,3
1005781,F,Y,Y,1,218100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10564,-7026,0,1,0,Drivers,2
1005782,M,N,Y,0,140200.0,State servant,Higher education,Widow,With parents,-21422,-8816,0,0,0,Sales staff,1
1005783,F,N,Y,2,131800.0,Working,Higher education,Married,Municipal apartment,-25506,-5464,0,0,0,Medicine staff,4
1005784,M,N,Y,1,236700.0,Working,Secondary / secondary special,Married,House / apartment,-13274,-7892,0,1,0,High skill tech staff,3
1005785,M,N,Y,0,218700.0,Working,Higher education,Separated,With parents,-23173,-8343,1,0,0,Laborers,1
1005786,F,N,Y,3,108000.0,Working,Secondary / secondary special,Married,House / apartment,-7778,-8232,1,0,1,Accountants,5
1005787,M,N,Y,1,253900.0,Commercial associate,Incomplete higher,Separated,With parents,-12666,-6127,1,0,0,Other,2
1005788,F,N,Y,0,149700.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24056,365243,0,0,0,Laborers,2
1005789,F,N,Y,0,255000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11194,-6354,0,1,0,Accountants,2
1005790,M,N,Y,0,249800.0,Working,Secondary / secondary special,Single / not married,Office apartment,-11126,-6586,0,0,0,Core staff,1
1005791,M,N,N,0,143800.0,State servant,Higher education,Single / not married,House / apartment,-15349,-417,0,0,0,Laborers,1
